category,county,town,ad_id,date_of_lead,leads,package_type
sale,Dublin,Drumcondra,12292626,2019-11-26,1,Premium
sale,Dublin,Dublin 2,12237461,2019-11-26,1,Standard
sale,Dublin,Mount Merrion,12235803,2019-11-26,1,Premium
sale,Dublin,Sandymount,12283738,2019-11-26,1,Standard
sale,Dublin,Dalkey,12322773,2019-11-27,2,Standard
sale,Dublin,Donnybrook,12321460,2019-11-27,1,Premium
sale,Dublin,Sandyford,12320401,2019-11-28,1,Premium
sale,Dublin,Donnybrook,12321460,2019-11-29,1,Premium
sale,Dublin,Dublin 2,12237461,2019-11-29,1,Standard
sale,Dublin,IFSC,12242943,2019-11-29,2,Standard
sale,Dublin,Sandyford,12320401,2019-11-29,1,Premium
sale,Dublin,Dublin 2,12237461,2019-11-30,1,Standard
sale,Dublin,Donnybrook,12321460,2019-12-01,1,Premium
sale,Dublin,Dublin 2,12237461,2019-12-02,1,Standard
sale,Dublin,Sandyford,12158030,2019-12-02,1,Standard
sale,Dublin,Dalkey,12322773,2019-12-03,1,Premium
sale,Dublin,Dublin 2,12237461,2019-12-03,1,Standard
sale,Dublin,Sandyford,12158030,2019-12-03,1,Standard
sale,Wicklow,Kilquade,12114614,2019-12-03,1,Standard
sale,Dublin,Dalkey,12322773,2019-12-04,1,Premium
sale,Dublin,Dublin 2,12237461,2019-12-05,1,Standard
sale,Dublin,Ballsbridge,12270601,2019-12-06,2,Standard
sale,Dublin,Foxrock,12346990,2019-12-06,1,Standard
sale,Dublin,Ballsbridge,12170455,2019-12-07,1,Standard
sale,Dublin,Dalkey,12322773,2019-12-07,1,Premium
sale,Dublin,Foxrock,12346990,2019-12-07,1,Standard
sale,Dublin,Sandyford,12158030,2019-12-07,1,Standard
sale,Dublin,Ballsbridge,12043804,2019-12-08,1,Premium
sale,Dublin,Dublin 2,12283739,2019-12-08,2,Premium
sale,Dublin,Ballsbridge,11855496,2019-12-09,1,Standard
sale,Dublin,Dalkey,12322773,2019-12-09,2,Premium
sale,Dublin,Dublin 2,12291293,2019-12-09,1,Standard
sale,Dublin,Dublin 2,12291006,2019-12-09,1,Standard
sale,Dublin,Mount Merrion,12235803,2019-12-09,1,Premium
sale,Dublin,Ballsbridge,12043804,2019-12-10,1,Premium
sale,Dublin,Ballsbridge,12270601,2019-12-10,1,Standard
sale,Dublin,Dalkey,12322773,2019-12-10,1,Premium
sale,Dublin,Donnybrook,12321460,2019-12-10,1,Premium
sale,Dublin,Dublin 2,12283739,2019-12-10,1,Premium
sale,Dublin,Dublin 2,12237461,2019-12-11,3,Standard
sale,Dublin,Sandymount,12283738,2019-12-11,2,Standard
sale,Dublin,Ballsbridge,12170455,2019-12-12,1,Standard
sale,Dublin,Dublin 2,12291006,2019-12-12,1,Standard
sale,Dublin,IFSC,12242943,2019-12-12,1,Standard
sale,Dublin,Ballsbridge,12270601,2019-12-13,1,Standard
sale,Dublin,Mount Merrion,12235803,2019-12-13,2,Premium
sale,Wicklow,Kilquade,12114614,2019-12-13,1,Standard
sale,Dublin,Ballsbridge,12270601,2019-12-14,3,Standard
sale,Dublin,Ballsbridge,12170455,2019-12-16,1,Standard
sale,Dublin,Ballsbridge,12270601,2019-12-16,2,Standard
sale,Dublin,Dalkey,12322773,2019-12-16,1,Premium
sale,Dublin,Dublin 2,12237461,2019-12-16,2,Premium
sale,Dublin,Dublin 2,12291006,2019-12-16,2,Standard
sale,Dublin,Ballsbridge,12043804,2019-12-17,1,Premium
sale,Dublin,Sandymount,12283738,2019-12-17,1,Standard
sale,Dublin,Donnybrook,12321460,2019-12-18,1,Premium
sale,Dublin,Sandyford,12320401,2019-12-18,1,Standard
sale,Dublin,Ballsbridge,12270601,2019-12-20,1,Standard
sale,Dublin,Donnybrook,12321460,2019-12-20,1,Premium
sale,Dublin,Sandymount,12114428,2019-12-20,2,Standard
sale,Dublin,Ballsbridge,12270601,2019-12-21,1,Standard
sale,Dublin,Dublin 2,12291006,2019-12-22,1,Standard
sale,Dublin,Dalkey,12322773,2019-12-23,1,Premium
sale,Dublin,Dublin 2,12237461,2019-12-24,1,Premium
sale,Dublin,Sandymount,12283738,2019-12-25,1,Standard
sale,Dublin,Ballsbridge,12043804,2019-12-27,1,Premium
sale,Dublin,Dublin 2,12291006,2019-12-27,1,Standard
sale,Dublin,Killiney,12085770,2019-12-27,1,Standard
sale,Dublin,Dalkey,12322773,2019-12-28,1,Premium
sale,Dublin,Ballsbridge,12170455,2019-12-29,1,Standard
sale,Dublin,Dalkey,12322773,2019-12-29,1,Premium
sale,Dublin,Sandyford,12158030,2019-12-29,2,Standard
sale,Dublin,Dublin 2,12291006,2019-12-30,1,Standard
sale,Dublin,Sandyford,12158030,2019-12-30,5,Standard
sale,Dublin,Sandymount,12283738,2019-12-30,1,Standard
sale,Dublin,Dublin 2,12237461,2019-12-31,1,Premium
sale,Dublin,Mount Merrion,12235803,2019-12-31,1,Premium
sale,Dublin,Sandyford,12158030,2019-12-31,2,Standard
sale,Dublin,Ballsbridge,12043804,2020-01-01,2,Premium
sale,Dublin,Dublin 2,12283739,2020-01-01,1,Standard
sale,Dublin,Dublin 2,12237461,2020-01-02,1,Premium
sale,Dublin,Dublin 2,12291006,2020-01-02,2,Standard
sale,Dublin,Foxrock,12346990,2020-01-02,1,Standard
sale,Dublin,IFSC,12242943,2020-01-02,1,Standard
sale,Dublin,Sandyford,12158030,2020-01-02,4,Standard
sale,Dublin,Sandymount,12283738,2020-01-02,2,Standard
sale,Dublin,Ballsbridge,12043804,2020-01-03,1,Standard
sale,Dublin,Ballsbridge,11855496,2020-01-03,1,Standard
sale,Dublin,Dalkey,12322773,2020-01-03,1,Standard
sale,Dublin,Dublin 2,12291006,2020-01-03,1,Premium
sale,Dublin,IFSC,12242943,2020-01-03,1,Standard
sale,Dublin,Sandymount,12114428,2020-01-03,1,Standard
sale,Dublin,Sandyford,12320401,2020-01-04,1,Standard
sale,Dublin,Sandymount,12283738,2020-01-04,2,Premium
sale,Dublin,Ballsbridge,12170455,2020-01-05,1,Standard
sale,Dublin,Ballsbridge,12270601,2020-01-05,1,Standard
sale,Dublin,Dublin 2,12237461,2020-01-05,1,Premium
sale,Dublin,IFSC,12242943,2020-01-05,1,Standard
sale,Dublin,Sandyford,12320401,2020-01-05,1,Standard
sale,Dublin,Dalkey,12322773,2020-01-06,2,Standard
sale,Dublin,Dublin 2,12291006,2020-01-06,1,Premium
sale,Dublin,Dublin 2,12283739,2020-01-06,1,Standard
sale,Dublin,Foxrock,12251455,2020-01-06,1,Standard
sale,Dublin,Mount Merrion,12235803,2020-01-06,4,Premium
sale,Dublin,Sandymount,12283738,2020-01-06,2,Premium
sale,Dublin,Donnybrook,12321460,2020-01-07,1,Premium
sale,Dublin,Rathmichael,12073715,2020-01-07,1,Standard
sale,Dublin,Sandyford,12320401,2020-01-07,2,Standard
sale,Dublin,Sandyford,12158030,2020-01-07,2,Standard
sale,Dublin,Sandymount,12283738,2020-01-07,2,Premium
sale,Dublin,Ballsbridge,11855496,2020-01-08,1,Standard
sale,Dublin,Donnybrook,12321460,2020-01-08,1,Premium
sale,Dublin,Dublin 2,12291293,2020-01-08,1,Standard
sale,Dublin,Sandymount,12283738,2020-01-08,2,Premium
sale,Dublin,Donnybrook,12321460,2020-01-09,1,Premium
sale,Dublin,Dublin 2,12237461,2020-01-09,1,Premium
sale,Dublin,Dublin 2,12291006,2020-01-09,1,Premium
sale,Dublin,Sandyford,12158030,2020-01-09,1,Standard
sale,Dublin,Dalkey,12322773,2020-01-10,1,Standard
sale,Dublin,Dublin 2,12291006,2020-01-10,4,Premium
sale,Dublin,Ballsbridge,11855496,2020-01-11,1,Standard
sale,Dublin,Dublin 2,12237461,2020-01-11,1,Premium
sale,Dublin,Sandyford,12320401,2020-01-11,1,Premium
sale,Dublin,Sandymount,12283738,2020-01-11,1,Premium
sale,Dublin,Dublin 2,12291006,2020-01-12,1,Premium
sale,Dublin,Sandymount,12283738,2020-01-12,1,Premium
sale,Dublin,Ballsbridge,12270601,2020-01-13,1,Standard
sale,Dublin,Sandyford,12158030,2020-01-13,1,Standard
sale,Dublin,Sandyford,12320401,2020-01-13,2,Premium
sale,Dublin,Ballsbridge,12170455,2020-01-14,1,Standard
sale,Dublin,Donnybrook,12321460,2020-01-14,2,Premium
sale,Dublin,Dublin 2,12237461,2020-01-14,1,Premium
sale,Dublin,Dublin 2,12291006,2020-01-14,1,Premium
sale,Dublin,Sandyford,12158030,2020-01-14,1,Standard
sale,Dublin,Dalkey,12322773,2020-01-15,4,Standard
sale,Dublin,Donnybrook,12321460,2020-01-15,1,Premium
sale,Dublin,Foxrock,12346990,2020-01-15,1,Standard
sale,Dublin,Sandyford,12320401,2020-01-15,2,Premium
sale,Dublin,Dalkey,12322773,2020-01-16,1,Standard
sale,Dublin,Dublin 2,12291006,2020-01-16,5,Premium
sale,Dublin,Sandyford,12320401,2020-01-16,1,Premium
sale,Dublin,Sandyford,12158030,2020-01-16,1,Standard
sale,Dublin,Sandymount,12283738,2020-01-16,1,Premium
sale,Dublin,Ballsbridge,11876137,2020-01-17,1,Premium
sale,Dublin,Dublin 2,12291006,2020-01-17,1,Premium
sale,Dublin,Sandyford,12320401,2020-01-17,1,Premium
sale,Dublin,Foxrock,12346990,2020-01-18,1,Standard
sale,Dublin,Sandyford,12320401,2020-01-18,1,Premium
sale,Dublin,Sandymount,12283738,2020-01-18,1,Premium
sale,Dublin,Sandyford,12158030,2020-01-19,1,Standard
sale,Dublin,Sandymount,12283738,2020-01-19,1,Premium
sale,Dublin,Dalkey,12322773,2020-01-20,2,Standard
sale,Dublin,Dublin 2,12291293,2020-01-20,2,Standard
sale,Dublin,Dublin 2,12291006,2020-01-20,3,Premium
sale,Dublin,Foxrock,12251455,2020-01-20,1,Standard
sale,Dublin,Mount Merrion,12235803,2020-01-20,1,Standard
sale,Dublin,Sandyford,12158030,2020-01-20,2,Standard
sale,Dublin,Ballsbridge,12270601,2020-01-21,1,Standard
sale,Dublin,Dalkey,12322773,2020-01-21,3,Standard
sale,Dublin,Sandyford,12158030,2020-01-21,3,Standard
sale,Dublin,Dublin 2,12291006,2020-01-22,1,Premium
sale,Dublin,Foxrock,12346990,2020-01-22,1,Standard
sale,Dublin,Sandyford,12158030,2020-01-22,2,Standard
sale,Dublin,Ballsbridge,12270601,2020-01-23,1,Standard
sale,Dublin,Dalkey,12322773,2020-01-23,1,Standard
sale,Dublin,Dublin 2,12237461,2020-01-23,1,Standard
sale,Dublin,Dublin 2,12291006,2020-01-23,1,Premium
sale,Dublin,Knocklyon,12379875,2020-01-23,1,Standard
sale,Dublin,Ballsbridge,11855496,2020-01-24,1,Standard
sale,Dublin,Knocklyon,12379875,2020-01-24,1,Standard
sale,Dublin,Mount Merrion,12235803,2020-01-24,3,Standard
sale,Dublin,Sandyford,12158030,2020-01-24,1,Standard
sale,Dublin,Stillorgan,12380374,2020-01-24,1,Standard
sale,Dublin,Ballsbridge,12270601,2020-01-25,1,Standard
sale,Dublin,Dublin 2,12283739,2020-01-25,1,Standard
sale,Dublin,Sandyford,12158030,2020-01-25,2,Standard
sale,Dublin,Sandyford,12158030,2020-01-26,1,Standard
sale,Dublin,Dublin 2,12237461,2020-01-27,1,Standard
sale,Dublin,Dublin 2,12283739,2020-01-27,1,Standard
sale,Dublin,Rathmichael,12073715,2020-01-27,1,Standard
sale,Dublin,Sandyford,12158030,2020-01-27,2,Standard
sale,Dublin,Foxrock,12346990,2020-01-28,1,Standard
sale,Dublin,Sandyford,12158030,2020-01-28,2,Standard
sale,Dublin,Stillorgan,12380374,2020-01-28,1,Standard
sale,Dublin,Dalkey,12322773,2020-01-29,1,Standard
sale,Dublin,Dublin 2,12237461,2020-01-29,3,Standard
sale,Dublin,Mount Merrion,12235803,2020-01-29,2,Standard
sale,Dublin,Ballsbridge,12270601,2020-01-30,1,Standard
sale,Dublin,Dalkey,12322773,2020-01-30,1,Standard
sale,Dublin,Sandyford,12158030,2020-01-30,2,Standard
sale,Dublin,Ballsbridge,11855496,2020-01-31,1,Standard
sale,Dublin,Sandymount,12283738,2020-01-31,1,Premium
sale,Dublin,Stillorgan,12380374,2020-01-31,2,Standard
sale,Dublin,Sandyford,12158030,2020-02-01,1,Standard
sale,Dublin,Ballsbridge,11855496,2020-02-02,1,Standard
sale,Dublin,Donnybrook,12321460,2020-02-02,1,Premium
sale,Dublin,Dublin 2,12291293,2020-02-02,1,Standard
sale,Dublin,Sandyford,12158030,2020-02-02,1,Standard
sale,Dublin,Sandyford,12158030,2020-02-03,1,Standard
sale,Dublin,Stillorgan,12380374,2020-02-03,1,Standard
sale,Wicklow,Delgany,11627985,2020-02-03,1,Standard
sale,Dublin,Ballsbridge,11855496,2020-02-04,1,Premium
sale,Dublin,Dalkey,12322773,2020-02-04,1,Premium
sale,Dublin,Dublin 2,12291006,2020-02-04,3,Standard
sale,Dublin,Sandyford,12158030,2020-02-04,2,Standard
sale,Dublin,Sandymount,12283738,2020-02-04,1,Standard
sale,Dublin,Stillorgan,12380374,2020-02-04,1,Standard
sale,Dublin,Ballsbridge,11855496,2020-02-05,1,Premium
sale,Dublin,Sandyford,12158030,2020-02-05,5,Standard
sale,Dublin,Ballsbridge,11855496,2020-02-06,1,Premium
sale,Dublin,Dalkey,12322773,2020-02-06,1,Premium
sale,Dublin,Sandyford,12158030,2020-02-06,2,Standard
sale,Dublin,Stillorgan,12380374,2020-02-06,1,Standard
sale,Dublin,Dalkey,12322773,2020-02-07,1,Premium
sale,Dublin,Dublin 2,12237461,2020-02-07,1,Standard
sale,Dublin,Sandyford,12158030,2020-02-07,2,Standard
sale,Dublin,Stillorgan,12380374,2020-02-07,1,Standard
sale,Dublin,Donnybrook,12321460,2020-02-08,2,Premium
sale,Dublin,Dublin 2,12237461,2020-02-08,1,Standard
sale,Dublin,Sandyford,12158030,2020-02-08,2,Standard
sale,Dublin,Ballsbridge,11855496,2020-02-09,1,Premium
sale,Dublin,Stillorgan,12380374,2020-02-09,3,Standard
sale,Dublin,Dalkey,12322773,2020-02-10,1,Premium
sale,Dublin,Foxrock,12392324,2020-02-10,1,Standard
sale,Dublin,Stillorgan,12380374,2020-02-10,1,Standard
sale,Dublin,Sandyford,12158030,2020-02-11,1,Standard
sale,Dublin,Dalkey,12322773,2020-02-12,1,Premium
sale,Dublin,Dublin 2,12291006,2020-02-12,1,Standard
sale,Dublin,Dublin 2,12237461,2020-02-12,1,Standard
sale,Dublin,Sandyford,12158030,2020-02-12,1,Standard
sale,Dublin,Ballsbridge,11855496,2020-02-13,2,Premium
sale,Dublin,Donnybrook,12321460,2020-02-13,1,Premium
sale,Dublin,Dublin 2,12291006,2020-02-13,2,Standard
sale,Dublin,Sandyford,12158030,2020-02-13,2,Standard
sale,Dublin,Stillorgan,12380374,2020-02-13,1,Standard
sale,Dublin,Ballsbridge,11855496,2020-02-14,1,Premium
sale,Dublin,Dublin 2,12291006,2020-02-14,1,Standard
sale,Dublin,Ballsbridge,11855496,2020-02-15,1,Premium
sale,Dublin,Sandyford,12158030,2020-02-15,1,Standard
sale,Dublin,Ballsbridge,11855496,2020-02-16,1,Premium
sale,Dublin,Dublin 2,12237461,2020-02-16,1,Standard
sale,Dublin,Foxrock,12346990,2020-02-16,2,Standard
sale,Dublin,Sandyford,12158030,2020-02-16,1,Standard
sale,Dublin,Ballsbridge,12043804,2020-02-17,1,Standard
sale,Dublin,Donnybrook,12321460,2020-02-17,2,Premium
sale,Dublin,Knocklyon,12379875,2020-02-17,2,Standard
sale,Dublin,Sandyford,12158030,2020-02-17,1,Standard
sale,Dublin,Donnybrook,12321460,2020-02-18,1,Premium
sale,Dublin,Rathmichael,12073715,2020-02-18,1,Premium
sale,Dublin,Sandyford,12158030,2020-02-18,1,Standard
sale,Dublin,Stillorgan,12380374,2020-02-18,1,Standard
sale,Dublin,Dalkey,12322773,2020-02-19,1,Premium
sale,Dublin,Donnybrook,12321460,2020-02-19,1,Premium
sale,Dublin,Dalkey,12322773,2020-02-23,1,Premium
sale,Dublin,Donnybrook,12321460,2020-02-23,1,Premium
sale,Dublin,Ballsbridge,12043804,2020-02-24,1,Standard
sale,Dublin,Dundrum,12407845,2020-02-25,1,Standard
sale,Dublin,Killiney,12085770,2020-02-25,1,Standard
sale,Dublin,Donnybrook,12321460,2020-02-26,2,Premium
sale,Dublin,Dublin 2,12237461,2020-02-26,1,Standard
sale,Dublin,Dundrum,12407845,2020-02-26,2,Standard
sale,Dublin,Dalkey,12322773,2020-02-27,4,Premium
sale,Dublin,Dundrum,12407845,2020-02-27,1,Standard
sale,Dublin,Ranelagh,12416542,2020-02-27,2,Standard
sale,Dublin,Sandyford,12158030,2020-02-28,2,Standard
sale,Dublin,Ballsbridge,11855496,2020-02-29,1,Premium
sale,Dublin,Dublin 2,12283739,2020-02-29,1,Standard
sale,Dublin,Dundrum,12407845,2020-02-29,1,Standard
sale,Dublin,Ballsbridge,11855496,2020-03-01,2,Premium
sale,Dublin,Donnybrook,12321460,2020-03-01,1,Premium
sale,Dublin,Dublin 2,12291006,2020-03-01,1,Standard
sale,Dublin,Dublin 2,12283739,2020-03-01,1,Standard
sale,Dublin,Dundrum,12407845,2020-03-01,2,Standard
sale,Dublin,Rathmichael,12073715,2020-03-01,1,Premium
sale,Dublin,Ballsbridge,11855496,2020-03-02,1,Premium
sale,Dublin,Ballsbridge,12422751,2020-03-02,2,Standard
sale,Dublin,Dublin 2,12291293,2020-03-02,1,Standard
sale,Dublin,Dublin 2,12291006,2020-03-02,2,Standard
sale,Dublin,Dundrum,12407845,2020-03-02,1,Standard
sale,Dublin,Foxrock,12346990,2020-03-02,1,Standard
sale,Dublin,Ranelagh,12416542,2020-03-02,1,Standard
sale,Wicklow,Delgany,11627985,2020-03-02,1,Standard
sale,Dublin,Ballsbridge,12043804,2020-03-03,1,Premium
sale,Dublin,Dalkey,12322773,2020-03-03,1,Premium
sale,Dublin,Dublin 2,12291006,2020-03-03,1,Standard
sale,Dublin,Dublin 2,12237461,2020-03-03,1,Standard
sale,Dublin,Dublin 2,12283739,2020-03-03,2,Premium
sale,Dublin,Dundrum,12407845,2020-03-03,6,Standard
sale,Dublin,Foxrock,12392324,2020-03-03,1,Premium
sale,Dublin,Rathmichael,12073715,2020-03-03,1,Premium
sale,Dublin,Sandyford,12158030,2020-03-03,1,Standard
sale,Dublin,Ballsbridge,11855496,2020-03-04,1,Premium
sale,Dublin,Dublin 2,12425002,2020-03-04,1,Standard
sale,Dublin,Dublin 2,12283739,2020-03-04,1,Premium
sale,Dublin,Sandyford,12158030,2020-03-04,1,Standard
sale,Dublin,Sandymount,12283738,2020-03-04,1,Standard
sale,Dublin,Ballsbridge,11855496,2020-03-05,2,Standard
sale,Dublin,Dalkey,12322773,2020-03-05,1,Premium
sale,Dublin,Dublin 2,12291293,2020-03-05,2,Standard
sale,Dublin,Dublin 2,12283739,2020-03-05,3,Premium
sale,Dublin,Knocklyon,12379875,2020-03-05,1,Standard
sale,Dublin,Sandyford,12158030,2020-03-05,1,Standard
sale,Dublin,Ballsbridge,11855496,2020-03-06,1,Standard
sale,Dublin,Ballsbridge,12043804,2020-03-06,4,Premium
sale,Dublin,Booterstown,12428087,2020-03-06,4,Standard
sale,Dublin,Dundrum,12407845,2020-03-06,1,Standard
sale,Dublin,Sandyford,12158030,2020-03-06,1,Standard
sale,Dublin,Ballsbridge,12043804,2020-03-07,1,Premium
sale,Dublin,Booterstown,12428087,2020-03-07,1,Standard
sale,Dublin,Dalkey,12322773,2020-03-07,1,Standard
sale,Dublin,Dublin 2,12283739,2020-03-07,1,Premium
sale,Dublin,Dundrum,12407845,2020-03-07,1,Standard
sale,Dublin,Sandymount,12283738,2020-03-07,1,Standard
sale,Dublin,Ballsbridge,12043804,2020-03-08,1,Premium
sale,Dublin,Ballsbridge,12422751,2020-03-08,1,Standard
sale,Dublin,Ballsbridge,12422751,2020-03-09,1,Standard
sale,Dublin,Booterstown,12428087,2020-03-09,2,Standard
sale,Dublin,Dublin 2,12425002,2020-03-09,1,Standard
sale,Dublin,Dundrum,12407845,2020-03-09,2,Standard
sale,Dublin,Rathmichael,12073715,2020-03-09,1,Premium
sale,Dublin,Sandyford,12158030,2020-03-09,2,Standard
sale,Dublin,Dublin 2,12425002,2020-03-10,1,Standard
sale,Dublin,Sandyford,12320401,2020-03-10,1,Standard
sale,Dublin,Sandyford,12158030,2020-03-10,1,Standard
sale,Dublin,Booterstown,12428087,2020-03-11,2,Standard
sale,Dublin,Dundrum,12407845,2020-03-11,1,Standard
sale,Dublin,Ballsbridge,11855496,2020-03-12,1,Standard
sale,Dublin,Foxrock,12346990,2020-03-12,1,Standard
sale,Dublin,Foxrock,12425398,2020-03-12,1,Premium
sale,Dublin,Foxrock,12392324,2020-03-13,1,Premium
sale,Dublin,Sandyford,12158030,2020-03-13,2,Standard
sale,Wicklow,Delgany,11627985,2020-03-13,1,Standard
sale,Dublin,Dalkey,12322773,2020-03-14,1,Standard
sale,Dublin,Ranelagh,12416542,2020-03-14,1,Standard
sale,Dublin,Stillorgan,12380374,2020-03-14,1,Standard
sale,Dublin,Dundrum,12407845,2020-03-15,2,Standard
sale,Dublin,Sandyford,12320401,2020-03-15,2,Standard
sale,Dublin,Sandyford,12158030,2020-03-16,1,Standard
sale,Dublin,Sandyford,12158030,2020-03-17,1,Standard
sale,Dublin,Blackrock,12444218,2020-03-18,1,Standard
sale,Dublin,Sandyford,12158030,2020-03-18,1,Standard
sale,Dublin,Dundrum,12407845,2020-03-19,3,Standard
sale,Dublin,Sandyford,12158030,2020-03-19,1,Standard
sale,Dublin,Dublin 2,12283739,2020-03-20,1,Premium
sale,Dublin,Sandyford,12158030,2020-03-20,1,Standard
sale,Dublin,Rathmichael,12073715,2020-03-21,1,Standard
sale,Dublin,Sandyford,12158030,2020-03-21,1,Standard
sale,Dublin,Donnybrook,12321460,2020-03-22,1,Standard
sale,Dublin,Dalkey,12322773,2020-03-23,2,Standard
sale,Dublin,Sandyford,12158030,2020-03-23,2,Standard
sale,Dublin,Stillorgan,12380374,2020-03-23,1,Standard
sale,Dublin,Blackrock,12444218,2020-03-25,2,Premium
sale,Dublin,Dalkey,12322773,2020-03-25,1,Standard
sale,Dublin,Sandymount,12283738,2020-03-25,1,Standard
sale,Dublin,Ballsbridge,12043804,2020-03-26,1,Premium
sale,Dublin,Blackrock,12444218,2020-03-26,1,Premium
sale,Dublin,Dublin 2,12291293,2020-03-26,1,Standard
sale,Dublin,Dublin 2,12283739,2020-03-26,1,Premium
sale,Dublin,Blackrock,12444218,2020-03-27,1,Premium
sale,Dublin,Dublin 2,12291293,2020-03-30,1,Standard
sale,Dublin,Rathmichael,12073715,2020-03-30,1,Standard
sale,Wicklow,Kilquade,12114614,2020-03-30,1,Standard
sale,Dublin,Booterstown,12428087,2020-04-02,1,Standard
sale,Dublin,Ballsbridge,12422751,2020-04-05,1,Standard
sale,Dublin,Dalkey,12322773,2020-04-05,1,Premium
sale,Dublin,Sandymount,12283738,2020-04-06,1,Standard
sale,Dublin,Dalkey,12322773,2020-04-07,1,Premium
sale,Dublin,Dublin 2,12425002,2020-04-08,1,Standard
sale,Dublin,Dalkey,12322773,2020-04-09,1,Premium
sale,Dublin,Foxrock,12392324,2020-04-10,1,Standard
sale,Dublin,Dun Laoghaire,12452842,2020-04-11,2,Standard
sale,Dublin,Foxrock,12425398,2020-04-11,1,Standard
sale,Wicklow,Delgany,11627985,2020-04-12,1,Standard
sale,Dublin,Ranelagh,12416542,2020-04-14,1,Premium
sale,Dublin,Dublin 2,12283739,2020-04-15,1,Standard
sale,Dublin,Dublin 2,12291293,2020-04-15,1,Standard
sale,Dublin,Sandyford,12158030,2020-04-15,2,Standard
sale,Dublin,Booterstown,12428087,2020-04-17,1,Standard
sale,Dublin,Dalkey,12322773,2020-04-17,1,Premium
sale,Dublin,Dundrum,12407845,2020-04-17,1,Standard
sale,Dublin,Ranelagh,12416542,2020-04-17,1,Premium
sale,Dublin,Ballsbridge,12043804,2020-04-18,1,Standard
sale,Dublin,Sandyford,12158030,2020-04-18,1,Standard
sale,Dublin,Sandyford,12320401,2020-04-20,1,Premium
sale,Dublin,Dalkey,12322773,2020-04-21,1,Premium
sale,Dublin,Ranelagh,12416542,2020-04-21,2,Premium
sale,Dublin,Dalkey,12322773,2020-04-22,1,Premium
sale,Dublin,Sandyford,12158030,2020-04-22,1,Standard
sale,Dublin,Dundrum,12407845,2020-04-23,1,Standard
sale,Dublin,Knocklyon,12379875,2020-04-23,1,Standard
sale,Dublin,Sandyford,12158030,2020-04-23,1,Standard
sale,Wicklow,Delgany,11627985,2020-04-23,1,Standard
sale,Dublin,Dalkey,12322773,2020-04-26,1,Premium
sale,Dublin,Dundrum,12407845,2020-04-26,1,Standard
sale,Dublin,Sandyford,12158030,2020-04-26,1,Standard
sale,Dublin,Dalkey,12322773,2020-04-27,2,Premium
sale,Dublin,Dundrum,12407845,2020-04-27,1,Standard
sale,Dublin,Ballsbridge,11855496,2020-04-28,2,Standard
sale,Dublin,Donnybrook,12321460,2020-04-28,1,Standard
sale,Dublin,Foxrock,12346990,2020-04-29,1,Standard
sale,Dublin,Sandyford,12158030,2020-04-29,1,Standard
sale,Dublin,Sandyford,12320401,2020-04-30,2,Premium
sale,Dublin,Ballsbridge,12498356,2020-05-01,1,Standard
sale,Dublin,Booterstown,12498344,2020-05-01,1,Standard
sale,Dublin,Dublin 2,12498350,2020-05-01,3,Standard
sale,Dublin,Sandyford,12498352,2020-05-01,3,Standard
sale,Dublin,Sandymount,12498348,2020-05-01,1,Standard
sale,Dublin,Stillorgan,12498351,2020-05-01,1,Standard
sale,Dublin,Dalkey,12322773,2020-05-02,3,Premium
sale,Dublin,Foxrock,12479683,2020-05-02,1,Standard
sale,Dublin,Sandyford,12498352,2020-05-02,1,Standard
sale,Wicklow,Delgany,11627985,2020-05-02,1,Standard
sale,Dublin,Dublin 2,12498347,2020-05-03,1,Standard
sale,Dublin,Dublin 2,12498350,2020-05-03,1,Standard
sale,Dublin,Kilternan,12498355,2020-05-03,1,Standard
sale,Dublin,Sandyford,12498352,2020-05-03,1,Standard
sale,Dublin,Ballsbridge,12498357,2020-05-04,1,Standard
sale,Dublin,Dublin 2,12498350,2020-05-04,1,Standard
sale,Dublin,Dublin 2,12498349,2020-05-04,1,Standard
sale,Dublin,Dublin 2,12498347,2020-05-04,1,Standard
sale,Dublin,Stillorgan,12498351,2020-05-04,1,Standard
sale,Dublin,Booterstown,12498344,2020-05-05,1,Standard
sale,Dublin,Dalkey,12322773,2020-05-05,1,Standard
sale,Dublin,Dun Laoghaire,12452842,2020-05-05,1,Standard
sale,Dublin,Foxrock,12479683,2020-05-05,1,Standard
sale,Dublin,Sandyford,12498352,2020-05-05,1,Standard
sale,Dublin,Ballsbridge,12498357,2020-05-06,1,Standard
sale,Dublin,Foxrock,12479683,2020-05-06,1,Standard
sale,Dublin,Rathmichael,12073715,2020-05-06,1,Standard
sale,Dublin,Sandyford,12498352,2020-05-06,2,Standard
sale,Dublin,Sandyford,12498352,2020-05-07,2,Standard
sale,Dublin,Sandymount,12498348,2020-05-07,1,Standard
sale,Dublin,Mount Merrion,12235803,2020-05-08,1,Premium
sale,Dublin,Blackrock,12444218,2020-05-09,1,Standard
sale,Dublin,Mount Merrion,12235803,2020-05-09,1,Premium
sale,Dublin,Sandyford,12320401,2020-05-09,1,Standard
sale,Dublin,Sandyford,12498352,2020-05-09,1,Standard
sale,Dublin,Foxrock,12509042,2020-05-10,1,Standard
sale,Dublin,Knocklyon,12498346,2020-05-10,1,Standard
sale,Dublin,Sandyford,12498352,2020-05-10,1,Standard
sale,Dublin,Dalkey,12322773,2020-05-11,1,Standard
